date,team,assists,ats margin,ats streak,biggest lead,blocks,conference,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,line,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points,points in the paint,position,rebounds,rest,season,steals,streak,team rebounds,three pointers attempted,three pointers made,total,turnovers,wins,o:team,o:assists,o:ats margin,o:ats streak,o:biggest lead,o:blocks,o:conference,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:game number,o:line,o:losses,o:margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:playoffs,o:points,o:points in the paint,o:position,o:rebounds,o:rest,o:season,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:total,o:turnovers,o:wins
20160328,Kings,20,-0.5,2,1,2,Western,32,14,89,37,20,19,12,74,11.5,44,-12,-5,-28,-16,2,0,11,0,93,40,0,43,0,2015,11,2,12,15,7,220,14,29,Trailblazers,25,0.5,-1,28,10,Western,37,9,80,38,23,18,15,75,-11.5,36,12,5,28,16,0,2,5,0,105,28,0,42,1,2015,6,1,7,29,14,220,19,38
20160329,Cavaliers,21,-7.5,1,20,5,Eastern,28,9,86,31,31,28,24,74,-1.5,21,-6,-2,13,19,0,1,10,0,100,26,0,38,2,2015,5,1,12,40,14,212,11,52,Rockets,23,7.5,-1,8,5,Western,41,22,79,38,24,42,21,75,1.5,38,6,2,-13,-19,1,0,14,0,106,52,0,55,1,2015,7,-1,16,25,9,212,14,36
20160329,Rockets,23,7.5,-1,8,5,Western,41,22,79,38,24,42,21,75,1.5,38,6,2,-13,-19,1,0,14,0,106,52,0,55,1,2015,7,-1,16,25,9,212,14,36,Cavaliers,21,-7.5,1,20,5,Eastern,28,9,86,31,31,28,24,74,-1.5,21,-6,-2,13,19,0,1,10,0,100,26,0,38,2,2015,5,1,12,40,14,212,11,52
20160329,Magic,40,26,1,37,5,Eastern,30,22,91,56,29,19,13,74,-8,43,34,9,30,28,0,3,5,0,139,56,0,35,2,2015,11,1,13,27,14,213,10,30,Nets,19,-26,-1,6,5,Eastern,25,8,79,37,18,39,26,74,8,52,-34,-9,-30,-28,3,0,14,0,105,50,0,39,0,2015,7,-1,9,14,5,213,18,21
20160329,Nets,19,-26,-1,6,5,Eastern,25,8,79,37,18,39,26,74,8,52,-34,-9,-30,-28,3,0,14,0,105,50,0,39,0,2015,7,-1,9,14,5,213,18,21,Magic,40,26,1,37,5,Eastern,30,22,91,56,29,19,13,74,-8,43,34,9,30,28,0,3,5,0,139,56,0,35,2,2015,11,1,13,27,14,213,10,30
20160329,Pacers,20,-8.5,1,7,6,Eastern,31,15,90,39,16,17,15,74,-6.5,34,-2,-1,0,-2,2,1,13,0,96,52,0,44,1,2015,9,1,8,19,3,202,11,39,Bulls,22,8.5,1,10,6,Eastern,29,5,87,37,19,16,14,74,6.5,37,2,1,0,2,1,2,12,0,98,36,0,41,0,2015,5,-4,12,26,10,202,15,36
20160329,Bulls,22,8.5,1,10,6,Eastern,29,5,87,37,19,16,14,74,6.5,37,2,1,0,2,1,2,12,0,98,36,0,41,0,2015,5,-4,12,26,10,202,15,36,Pacers,20,-8.5,1,7,6,Eastern,31,15,90,39,16,17,15,74,-6.5,34,-2,-1,0,-2,2,1,13,0,96,52,0,44,1,2015,9,1,8,19,3,202,11,39
20160329,Pistons,20,6,-1,15,4,Eastern,37,4,87,33,18,20,18,75,0,35,6,4,14,-2,1,0,16,0,88,44,0,53,2,2015,6,-1,4,19,4,212.5,16,39,Thunder,16,-6,3,3,7,Western,31,13,82,31,21,22,14,75,0,22,-6,-4,-14,2,0,1,14,0,82,38,0,45,0,2015,10,8,13,21,6,212.5,19,52
20160329,Thunder,16,-6,3,3,7,Western,31,13,82,31,21,22,14,75,0,22,-6,-4,-14,2,0,1,14,0,82,38,0,45,0,2015,10,8,13,21,6,212.5,19,52,Pistons,20,6,-1,15,4,Eastern,37,4,87,33,18,20,18,75,0,35,6,4,14,-2,1,0,16,0,88,44,0,53,2,2015,6,-1,4,19,4,212.5,16,39
20160329,Seventysixers,20,-3.5,3,3,5,Eastern,36,5,96,30,18,10,9,75,11.5,65,-15,-4,-15,-16,2,0,9,0,85,22,0,45,1,2015,8,-9,3,44,16,209,10,9,Hornets,26,3.5,1,21,6,Eastern,56,11,87,38,7,18,17,74,-11.5,31,15,4,15,16,0,2,9,0,100,48,0,65,2,2015,6,1,4,25,7,209,15,42
20160329,Hornets,26,3.5,1,21,6,Eastern,56,11,87,38,7,18,17,74,-11.5,31,15,4,15,16,0,2,9,0,100,48,0,65,2,2015,6,1,4,25,7,209,15,42,Seventysixers,20,-3.5,3,3,5,Eastern,36,5,96,30,18,10,9,75,11.5,65,-15,-4,-15,-16,2,0,9,0,85,22,0,45,1,2015,8,-9,3,44,16,209,10,9
20160329,Warriors,27,-4.5,-2,19,6,Western,48,24,87,38,23,23,15,74,-12.5,7,8,5,7,3,0,1,7,0,102,40,0,55,1,2015,11,4,9,25,11,226.5,16,66,Wizards,26,4.5,1,9,7,Eastern,41,13,86,36,19,27,17,74,12.5,37,-8,-5,-7,-3,1,0,7,0,94,50,0,48,1,2015,6,1,5,23,5,226.5,17,36
20160329,Wizards,26,4.5,1,9,7,Eastern,41,13,86,36,19,27,17,74,12.5,37,-8,-5,-7,-3,1,0,7,0,94,50,0,48,1,2015,6,1,5,23,5,226.5,17,36,Warriors,27,-4.5,-2,19,6,Western,48,24,87,38,23,23,15,74,-12.5,7,8,5,7,3,0,1,7,0,102,40,0,55,1,2015,11,4,9,25,11,226.5,16,66
20160330,Bucks,21,3.5,-2,14,9,Eastern,29,9,77,37,23,34,25,75,-7.5,44,11,-4,5,6,0,1,9,0,105,38,0,38,3,2015,13,-5,7,15,6,210.5,13,30,Suns,23,-3.5,2,5,4,Western,34,8,84,38,23,17,13,75,7.5,54,-11,4,-5,-6,1,0,15,0,94,52,0,49,1,2015,6,-3,5,24,5,210.5,22,20
20160330,Suns,23,-3.5,2,5,4,Western,34,8,84,38,23,17,13,75,7.5,54,-11,4,-5,-6,1,0,15,0,94,52,0,49,1,2015,6,-3,5,24,5,210.5,22,20,Bucks,21,3.5,-2,14,9,Eastern,29,9,77,37,23,34,25,75,-7.5,44,11,-4,5,6,0,1,9,0,105,38,0,38,3,2015,13,-5,7,15,6,210.5,13,30
20160330,Grizzlies,18,-3,-1,0,4,Western,26,15,95,41,19,27,17,75,1,33,-4,-6,-16,-12,0,3,20,0,105,62,0,46,1,2015,5,-3,12,19,6,204,10,41,Nuggets,24,3,-2,20,7,Western,31,19,78,38,29,24,20,76,-1,44,4,6,16,12,3,0,11,0,109,38,0,42,1,2015,4,-2,8,29,13,204,14,31
20160330,Nuggets,24,3,-2,20,7,Western,31,19,78,38,29,24,20,76,-1,44,4,6,16,12,3,0,11,0,109,38,0,42,1,2015,4,-2,8,29,13,204,14,31,Grizzlies,18,-3,-1,0,4,Western,26,15,95,41,19,27,17,75,1,33,-4,-6,-16,-12,0,3,20,0,105,62,0,46,1,2015,5,-3,12,19,6,204,10,41
20160330,Jazz,14,-2,2,10,2,Western,38,5,92,37,23,29,13,75,5,37,-7,-5,6,-2,3,0,16,0,96,40,0,54,1,2015,11,2,14,32,9,203,15,37,Warriors,19,2,-3,10,6,Western,37,17,89,39,21,18,13,75,-5,7,7,5,-6,2,0,3,9,0,103,34,0,46,0,2015,6,5,12,35,12,203,18,67
20160330,Warriors,19,2,-3,10,6,Western,37,17,89,39,21,18,13,75,-5,7,7,5,-6,2,0,3,9,0,103,34,0,46,0,2015,6,5,12,35,12,203,18,67,Jazz,14,-2,2,10,2,Western,38,5,92,37,23,29,13,75,5,37,-7,-5,6,-2,3,0,16,0,96,40,0,54,1,2015,11,2,14,32,9,203,15,37
20160330,Kings,27,11,-1,16,6,Western,34,16,84,47,15,25,18,75,2,45,9,-2,6,5,1,0,6,0,120,58,0,40,1,2015,13,-1,7,18,8,219.5,16,29,Wizards,30,-11,2,3,4,Eastern,32,27,89,43,19,20,16,75,-2,38,-9,2,-6,-5,0,1,10,0,111,48,0,42,0,2015,6,-1,5,26,9,219.5,20,36
20160330,Wizards,30,-11,2,3,4,Eastern,32,27,89,43,19,20,16,75,-2,38,-9,2,-6,-5,0,1,10,0,111,48,0,42,0,2015,6,-1,5,26,9,219.5,20,36,Kings,27,11,-1,16,6,Western,34,16,84,47,15,25,18,75,2,45,9,-2,6,5,1,0,6,0,120,58,0,40,1,2015,13,-1,7,18,8,219.5,16,29
20160330,Lakers,14,13,-4,8,5,Western,30,9,102,37,21,29,22,75,11,59,2,-2,0,-7,1,0,19,0,102,44,0,49,1,2015,9,-4,11,20,6,207,9,15,Heat,26,-13,2,15,13,Eastern,41,23,86,41,23,26,15,74,-11,30,-2,2,0,7,0,1,14,0,100,56,0,55,1,2015,6,2,13,17,3,207,17,43
20160330,Heat,26,-13,2,15,13,Eastern,41,23,86,41,23,26,15,74,-11,30,-2,2,0,7,0,1,14,0,100,56,0,55,1,2015,6,2,13,17,3,207,17,43,Lakers,14,13,-4,8,5,Western,30,9,102,37,21,29,22,75,11,59,2,-2,0,-7,1,0,19,0,102,44,0,49,1,2015,9,-4,11,20,6,207,9,15
20160330,Mavericks,18,-4,1,5,1,Western,28,11,85,35,15,17,13,75,-6,38,2,-6,-7,3,0,1,14,0,91,38,0,42,1,2015,7,1,6,25,8,199.5,15,36,Knicks,17,4,-2,11,2,Eastern,34,20,77,35,19,18,16,76,6,45,-2,6,7,-3,1,0,9,0,89,32,0,43,1,2015,11,-2,7,17,3,199.5,20,30
20160330,Knicks,17,4,-2,11,2,Eastern,34,20,77,35,19,18,16,76,6,45,-2,6,7,-3,1,0,9,0,89,32,0,43,1,2015,11,-2,7,17,3,199.5,20,30,Mavericks,18,-4,1,5,1,Western,28,11,85,35,15,17,13,75,-6,38,2,-6,-7,3,0,1,14,0,91,38,0,42,1,2015,7,1,6,25,8,199.5,15,36
20160330,Raptors,26,8,-1,24,4,Eastern,36,13,80,36,19,28,22,74,0,24,8,5,22,13,0,2,8,0,105,38,0,44,1,2015,14,-1,10,23,11,201,11,49,Hawks,24,-8,-1,2,7,Eastern,33,8,83,37,19,13,9,76,0,30,-8,-5,-22,-13,2,0,11,0,97,34,0,44,1,2015,3,4,2,33,14,201,18,45
20160330,Hawks,24,-8,-1,2,7,Eastern,33,8,83,37,19,13,9,76,0,30,-8,-5,-22,-13,2,0,11,0,97,34,0,44,1,2015,3,4,2,33,14,201,18,45,Raptors,26,8,-1,24,4,Eastern,36,13,80,36,19,28,22,74,0,24,8,5,22,13,0,2,8,0,105,38,0,44,1,2015,14,-1,10,23,11,201,11,49
20160330,Spurs,23,-11,1,18,8,Western,32,11,75,36,18,22,16,75,-19,12,8,1,18,7,1,2,6,0,100,34,0,38,1,2015,10,1,5,24,12,196.5,12,62,Pelicans,27,11,1,2,0,Western,33,10,80,36,17,18,12,74,19,46,-8,-1,-18,-7,2,1,11,0,92,34,0,44,1,2015,6,1,8,17,8,196.5,17,27
20160330,Pelicans,27,11,1,2,0,Western,33,10,80,36,17,18,12,74,19,46,-8,-1,-18,-7,2,1,11,0,92,34,0,44,1,2015,6,1,8,17,8,196.5,17,27,Spurs,23,-11,1,18,8,Western,32,11,75,36,18,22,16,75,-19,12,8,1,18,7,1,2,6,0,100,34,0,38,1,2015,10,1,5,24,12,196.5,12,62
20160330,Timberwolves,20,-14,-2,0,1,Western,39,6,87,30,15,17,11,75,6,49,-20,-10,-26,-13,2,1,14,0,79,30,0,53,1,2015,2,1,13,23,8,212,16,25,Clippers,26,14,2,33,9,Western,34,19,84,37,17,18,16,74,-6,27,20,10,26,13,1,2,7,0,99,44,0,41,1,2015,8,3,5,31,9,212,7,46
20160330,Clippers,26,14,2,33,9,Western,34,19,84,37,17,18,16,74,-6,27,20,10,26,13,1,2,7,0,99,44,0,41,1,2015,8,3,5,31,9,212,7,46,Timberwolves,20,-14,-2,0,1,Western,39,6,87,30,15,17,11,75,6,49,-20,-10,-26,-13,2,1,14,0,79,30,0,53,1,2015,2,1,13,23,8,212,16,25
20160331,Cavaliers,29,3.5,-1,32,7,Eastern,41,5,87,38,17,24,19,75,-16.5,22,20,7,26,24,1,2,9,0,107,42,0,50,1,2015,10,-1,7,38,12,210.5,17,52,Nets,26,-3.5,-2,4,4,Eastern,42,24,94,35,19,21,13,75,16.5,53,-20,-7,-26,-24,2,1,13,0,87,48,0,55,1,2015,12,-2,9,21,4,210.5,17,21
20160331,Nets,26,-3.5,-2,4,4,Eastern,42,24,94,35,19,21,13,75,16.5,53,-20,-7,-26,-24,2,1,13,0,87,48,0,55,1,2015,12,-2,9,21,4,210.5,17,21,Cavaliers,29,3.5,-1,32,7,Eastern,41,5,87,38,17,24,19,75,-16.5,22,20,7,26,24,1,2,9,0,107,42,0,50,1,2015,10,-1,7,38,12,210.5,17,52
20160331,Pacers,18,-26.5,-1,4,4,Eastern,32,10,86,36,18,21,15,75,-6.5,35,-20,-5,-10,-6,0,3,17,0,94,44,0,49,1,2015,11,-1,7,19,7,208,19,39,Magic,26,26.5,2,21,6,Eastern,31,12,90,48,18,18,13,75,6.5,43,20,5,10,6,3,0,13,0,114,56,0,44,1,2015,6,2,3,16,5,208,13,31
20160331,Magic,26,26.5,2,21,6,Eastern,31,12,90,48,18,18,13,75,6.5,43,20,5,10,6,3,0,13,0,114,56,0,44,1,2015,6,2,3,16,5,208,13,31,Pacers,18,-26.5,-1,4,4,Eastern,32,10,86,36,18,21,15,75,-6.5,35,-20,-5,-10,-6,0,3,17,0,94,44,0,49,1,2015,11,-1,7,19,7,208,19,39
20160331,Pelicans,29,12.5,2,8,4,Western,37,11,90,40,16,9,8,75,6.5,47,6,5,-1,2,1,1,14,0,101,42,0,51,0,2015,7,-1,7,29,13,206.5,16,27,Nuggets,28,-12.5,1,6,7,Western,32,9,83,36,15,17,13,77,-6.5,44,-6,-5,1,-2,1,1,8,0,95,38,0,40,0,2015,10,1,4,27,10,206.5,13,32
20160331,Nuggets,28,-12.5,1,6,7,Western,32,9,83,36,15,17,13,77,-6.5,44,-6,-5,1,-2,1,1,8,0,95,38,0,40,0,2015,10,1,4,27,10,206.5,13,32,Pelicans,29,12.5,2,8,4,Western,37,11,90,40,16,9,8,75,6.5,47,6,5,-1,2,1,1,14,0,101,42,0,51,0,2015,7,-1,7,29,13,206.5,16,27
20160331,Rockets,19,-9,1,14,6,Western,32,16,90,36,19,22,19,76,-6,38,-3,0,9,0,1,0,13,0,100,48,0,45,1,2015,5,1,7,25,9,215.5,9,37,Bulls,28,9,2,8,4,Eastern,37,5,77,37,20,22,18,75,6,37,3,0,-9,0,0,1,5,0,103,30,0,42,1,2015,5,1,7,24,11,215.5,15,37
20160331,Bulls,28,9,2,8,4,Eastern,37,5,77,37,20,22,18,75,6,37,3,0,-9,0,0,1,5,0,103,30,0,42,1,2015,5,1,7,24,11,215.5,15,37,Rockets,19,-9,1,14,6,Western,32,16,90,36,19,22,19,76,-6,38,-3,0,9,0,1,0,13,0,100,48,0,45,1,2015,5,1,7,25,9,215.5,9,37
20160331,Thunder,25,-12.5,-1,12,1,Western,29,12,87,45,13,24,19,76,-14.5,23,2,7,-4,-4,1,2,17,0,119,44,0,46,1,2015,10,-1,5,32,10,209.5,14,52,Clippers,22,12.5,3,9,4,Western,21,22,76,42,17,22,17,75,14.5,27,-2,-7,4,4,2,1,5,0,117,40,0,26,0,2015,9,4,9,29,16,209.5,12,47
20160331,Clippers,22,12.5,3,9,4,Western,21,22,76,42,17,22,17,75,14.5,27,-2,-7,4,4,2,1,5,0,117,40,0,26,0,2015,9,4,9,29,16,209.5,12,47,Thunder,25,-12.5,-1,12,1,Western,29,12,87,45,13,24,19,76,-14.5,23,2,7,-4,-4,1,2,17,0,119,44,0,46,1,2015,10,-1,5,32,10,209.5,14,52
20160331,Trailblazers,26,3.5,1,13,10,Western,35,10,90,41,20,27,20,76,-3.5,36,7,-1,-2,-4,1,0,15,0,116,34,0,50,2,2015,9,2,9,34,14,213,15,39,Celtics,20,-3.5,-2,12,6,Eastern,32,16,88,37,25,34,26,75,3.5,31,-7,1,2,4,0,1,16,0,109,36,0,48,2,2015,12,-1,8,24,9,213,15,43
20160331,Celtics,20,-3.5,-2,12,6,Eastern,32,16,88,37,25,34,26,75,3.5,31,-7,1,2,4,0,1,16,0,109,36,0,48,2,2015,12,-1,8,24,9,213,15,43,Trailblazers,26,3.5,1,13,10,Western,35,10,90,41,20,27,20,76,-3.5,36,7,-1,-2,-4,1,0,15,0,116,34,0,50,2,2015,9,2,9,34,14,213,15,39
20160401,Bucks,31,0.5,1,14,6,Eastern,31,18,86,47,15,25,15,76,-2.5,44,3,9,-1,1,1,1,9,0,113,70,0,40,1,2015,14,1,9,17,4,208.5,16,31,Magic,34,-0.5,3,6,8,Eastern,33,17,86,46,22,12,10,76,2.5,43,-3,-9,1,-1,1,1,4,0,110,58,0,37,0,2015,13,3,5,24,8,208.5,20,32
20160401,Magic,34,-0.5,3,6,8,Eastern,33,17,86,46,22,12,10,76,2.5,43,-3,-9,1,-1,1,1,4,0,110,58,0,37,0,2015,13,3,5,24,8,208.5,20,32,Bucks,31,0.5,1,14,6,Eastern,31,18,86,47,15,25,15,76,-2.5,44,3,9,-1,1,1,1,9,0,113,70,0,40,1,2015,14,1,9,17,4,208.5,16,31
20160401,Grizzlies,16,1.5,-2,11,7,Western,24,12,91,37,25,17,14,76,5.5,34,-4,-4,-2,8,1,0,18,0,95,38,0,42,1,2015,13,-4,13,19,7,197.5,14,41,Raptors,16,-1.5,1,5,12,Eastern,30,15,71,30,19,29,27,75,-5.5,24,4,4,2,-8,0,1,11,0,99,26,0,41,1,2015,8,1,4,28,12,197.5,18,50
20160401,Raptors,16,-1.5,1,5,12,Eastern,30,15,71,30,19,29,27,75,-5.5,24,4,4,2,-8,0,1,11,0,99,26,0,41,1,2015,8,1,4,28,12,197.5,18,50,Grizzlies,16,1.5,-2,11,7,Western,24,12,91,37,25,17,14,76,5.5,34,-4,-4,-2,8,1,0,18,0,95,38,0,42,1,2015,13,-4,13,19,7,197.5,14,41
20160401,Hawks,25,-4,-2,7,8,Eastern,43,28,95,38,27,26,23,77,-2,31,-2,-9,-6,-14,1,0,5,0,108,42,0,48,1,2015,5,-1,12,30,9,206.5,15,45,Cavaliers,27,4,1,21,6,Eastern,46,26,98,39,23,31,20,76,2,22,2,9,6,14,0,1,11,0,110,44,0,57,0,2015,9,1,13,38,12,206.5,12,53
20160401,Cavaliers,27,4,1,21,6,Eastern,46,26,98,39,23,31,20,76,2,22,2,9,6,14,0,1,11,0,110,44,0,57,0,2015,9,1,13,38,12,206.5,12,53,Hawks,25,-4,-2,7,8,Eastern,43,28,95,38,27,26,23,77,-2,31,-2,-9,-6,-14,1,0,5,0,108,42,0,48,1,2015,5,-1,12,30,9,206.5,15,45
20160401,Hornets,23,-5,2,16,6,Eastern,47,25,84,36,14,27,21,75,-14,31,9,0,15,9,0,3,8,0,100,54,0,55,2,2015,9,2,6,27,7,208.5,11,43,Seventysixers,24,5,-1,4,7,Eastern,39,11,90,33,20,21,15,76,14,66,-9,0,-15,-9,3,0,9,0,91,34,0,48,2,2015,5,-10,8,39,10,208.5,9,9
20160401,Seventysixers,24,5,-1,4,7,Eastern,39,11,90,33,20,21,15,76,14,66,-9,0,-15,-9,3,0,9,0,91,34,0,48,2,2015,5,-10,8,39,10,208.5,9,9,Hornets,23,-5,2,16,6,Eastern,47,25,84,36,14,27,21,75,-14,31,9,0,15,9,0,3,8,0,100,54,0,55,2,2015,9,2,6,27,7,208.5,11,43
20160401,Jazz,13,4.5,-1,15,5,Western,32,7,72,38,11,23,14,76,-8.5,38,13,1,9,2,1,2,11,0,98,42,0,43,1,2015,9,-1,10,22,8,192.5,15,37,Timberwolves,25,-4.5,-3,6,1,Western,24,8,79,35,20,10,6,76,8.5,50,-13,-1,-9,-2,2,1,10,0,85,44,0,34,1,2015,11,-1,4,23,9,192.5,15,25
20160401,Timberwolves,25,-4.5,-3,6,1,Western,24,8,79,35,20,10,6,76,8.5,50,-13,-1,-9,-2,2,1,10,0,85,44,0,34,1,2015,11,-1,4,23,9,192.5,15,25,Jazz,13,4.5,-1,15,5,Western,32,7,72,38,11,23,14,76,-8.5,38,13,1,9,2,1,2,11,0,98,42,0,43,1,2015,9,-1,10,22,8,192.5,15,37
20160401,Kings,20,0.5,1,5,5,Western,25,17,87,38,16,29,23,76,6.5,45,-6,-15,-16,-18,1,0,16,0,106,46,0,41,1,2015,7,1,8,21,7,212,13,30,Heat,23,-0.5,-1,24,6,Eastern,31,10,82,42,22,17,16,75,-6.5,31,6,15,16,18,0,1,7,0,112,36,0,38,1,2015,5,-1,9,22,12,212,18,43
20160401,Heat,23,-0.5,-1,24,6,Eastern,31,10,82,42,22,17,16,75,-6.5,31,6,15,16,18,0,1,7,0,112,36,0,38,1,2015,5,-1,9,22,12,212,18,43,Kings,20,0.5,1,5,5,Western,25,17,87,38,16,29,23,76,6.5,45,-6,-15,-16,-18,1,0,16,0,106,46,0,41,1,2015,7,1,8,21,7,212,13,30
20160401,Knicks,24,8,1,22,8,Eastern,39,12,84,42,12,7,7,77,-6,46,14,1,7,1,2,1,7,0,105,32,0,46,1,2015,4,-3,7,23,14,202,17,30,Nets,20,-8,-3,4,2,Eastern,32,12,101,36,11,20,15,76,6,54,-14,-1,-7,-1,1,2,20,0,91,52,0,52,0,2015,11,-3,7,24,4,202,11,21
20160401,Nets,20,-8,-3,4,2,Eastern,32,12,101,36,11,20,15,76,6,54,-14,-1,-7,-1,1,2,20,0,91,52,0,52,0,2015,11,-3,7,24,4,202,11,21,Knicks,24,8,1,22,8,Eastern,39,12,84,42,12,7,7,77,-6,46,14,1,7,1,2,1,7,0,105,32,0,46,1,2015,4,-3,7,23,14,202,17,30
20160401,Pistons,23,-14.5,1,4,4,Eastern,35,16,81,31,17,24,14,76,-5.5,35,-9,0,-10,-15,0,1,12,0,89,18,0,47,2,2015,4,1,6,33,13,205,11,40,Mavericks,18,14.5,-1,16,5,Western,40,2,85,39,18,14,12,76,5.5,38,9,0,10,15,1,0,8,0,98,26,0,48,1,2015,4,2,7,24,8,205,10,37
20160401,Mavericks,18,14.5,-1,16,5,Western,40,2,85,39,18,14,12,76,5.5,38,9,0,10,15,1,0,8,0,98,26,0,48,1,2015,4,2,7,24,8,205,10,37,Pistons,23,-14.5,1,4,4,Eastern,35,16,81,31,17,24,14,76,-5.5,35,-9,0,-10,-15,0,1,12,0,89,18,0,47,2,2015,4,1,6,33,13,205,11,40
20160401,Suns,19,1,-1,8,3,Western,39,13,93,36,22,26,20,76,8,55,-7,1,2,2,1,0,17,0,99,44,0,56,1,2015,5,-4,9,23,7,213.5,16,20,Wizards,22,-1,-1,10,7,Eastern,35,11,86,38,24,25,20,76,-8,39,7,-1,-2,-2,0,1,9,0,106,30,0,44,1,2015,6,-2,7,26,10,213.5,12,36
20160401,Wizards,22,-1,-1,10,7,Eastern,35,11,86,38,24,25,20,76,-8,39,7,-1,-2,-2,0,1,9,0,106,30,0,44,1,2015,6,-2,7,26,10,213.5,12,36,Suns,19,1,-1,8,3,Western,39,13,93,36,22,26,20,76,8,55,-7,1,2,2,1,0,17,0,99,44,0,56,1,2015,5,-4,9,23,7,213.5,16,20
20160401,Warriors,25,-15,1,7,7,Western,33,11,83,38,24,13,10,76,-12,7,-3,2,-3,-2,0,1,8,0,106,30,0,41,1,2015,12,6,7,43,20,222,22,68,Celtics,28,15,-3,10,1,Eastern,33,16,87,41,14,30,19,76,12,32,3,-2,3,2,1,0,11,0,109,48,0,44,0,2015,10,-2,13,23,8,222,14,43
20160401,Celtics,28,15,-3,10,1,Eastern,33,16,87,41,14,30,19,76,12,32,3,-2,3,2,1,0,11,0,109,48,0,44,0,2015,10,-2,13,23,8,222,14,43,Warriors,25,-15,1,7,7,Western,33,11,83,38,24,13,10,76,-12,7,-3,2,-3,-2,0,1,8,0,106,30,0,41,1,2015,12,6,7,43,20,222,22,68
20160402,Bulls,21,-6.5,3,6,10,Eastern,36,8,88,34,25,15,13,76,-2.5,37,-4,1,-5,-1,2,1,11,0,90,40,0,47,1,2015,6,2,7,25,9,205.5,11,38,Pistons,17,6.5,-1,7,2,Eastern,38,5,76,32,16,34,20,77,2.5,36,4,-1,5,1,1,2,7,0,94,26,0,45,0,2015,8,-1,15,20,10,205.5,10,40
20160402,Pistons,17,6.5,-1,7,2,Eastern,38,5,76,32,16,34,20,77,2.5,36,4,-1,5,1,1,2,7,0,94,26,0,45,0,2015,8,-1,15,20,10,205.5,10,40,Bulls,21,-6.5,3,6,10,Eastern,36,8,88,34,25,15,13,76,-2.5,37,-4,1,-5,-1,2,1,11,0,90,40,0,47,1,2015,6,2,7,25,9,205.5,11,38
20160402,Nuggets,27,-18,-1,12,10,Western,35,25,92,40,22,24,17,78,-9,45,-9,4,4,7,2,0,15,0,106,50,0,50,1,2015,3,-1,9,29,9,217.5,10,32,Kings,27,18,2,10,5,Western,37,6,88,41,20,31,25,77,9,46,9,-4,-4,-7,0,2,11,0,115,48,0,48,0,2015,4,-1,5,21,8,217.5,7,30
20160402,Kings,27,18,2,10,5,Western,37,6,88,41,20,31,25,77,9,46,9,-4,-4,-7,0,2,11,0,115,48,0,48,0,2015,4,-1,5,21,8,217.5,7,30,Nuggets,27,-18,-1,12,10,Western,35,25,92,40,22,24,17,78,-9,45,-9,4,4,7,2,0,15,0,106,50,0,50,1,2015,3,-1,9,29,9,217.5,10,32
20160402,Seventysixers,23,-2.5,1,8,1,Eastern,30,3,83,34,22,26,18,77,10.5,67,-13,0,3,-12,2,0,8,0,102,24,0,38,0,2015,3,-11,9,37,16,203.5,16,9,Pacers,27,2.5,-2,18,4,Eastern,42,18,84,44,24,23,19,76,-10.5,36,13,0,-3,12,0,2,6,0,115,52,0,48,1,2015,9,-2,6,23,8,203.5,13,39
20160402,Pacers,27,2.5,-2,18,4,Eastern,42,18,84,44,24,23,19,76,-10.5,36,13,0,-3,12,0,2,6,0,115,52,0,48,1,2015,9,-2,6,23,8,203.5,13,39,Seventysixers,23,-2.5,1,8,1,Eastern,30,3,83,34,22,26,18,77,10.5,67,-13,0,3,-12,2,0,8,0,102,24,0,38,0,2015,3,-11,9,37,16,203.5,16,9
20160402,Spurs,28,-5,-1,15,5,Western,32,6,77,35,14,30,27,76,-12,12,7,8,5,9,1,0,15,0,102,36,0,47,2,2015,11,2,3,20,5,196.5,14,63,Raptors,18,5,-1,0,3,Eastern,26,16,80,40,21,10,9,76,12,24,-7,-8,-5,-9,0,1,6,0,95,52,0,32,0,2015,8,2,4,18,6,196.5,13,51
20160402,Raptors,18,5,-1,0,3,Eastern,26,16,80,40,21,10,9,76,12,24,-7,-8,-5,-9,0,1,6,0,95,52,0,32,0,2015,8,2,4,18,6,196.5,13,51,Spurs,28,-5,-1,15,5,Western,32,6,77,35,14,30,27,76,-12,12,7,8,5,9,1,0,15,0,102,36,0,47,2,2015,11,2,3,20,5,196.5,14,63
20160402,Trailblazers,21,11,2,28,4,Western,37,18,79,41,19,23,18,77,-6,36,17,-2,20,17,1,0,8,0,110,42,0,45,1,2015,9,3,5,16,10,209,15,40,Heat,16,-11,-2,5,4,Eastern,30,4,88,34,17,27,19,76,6,31,-17,2,-20,-17,0,1,12,0,93,40,0,42,0,2015,9,1,13,19,6,209,13,44
